text_id,file_path,student_gender,year_of_birth,first_language,education,paper_discipline,student_id,student_level,date,module_title,module_code,paper_type,discipline,disciplinary_group,grade,number_of_authors,number_of_words,number_of_s_units,number_of_p,number_of_tables,number_of_figures,number_of_block_quotes,number_of_formulae,number_of_lists,number_of_paragraphs_formatted_like_lists,abstract_present,average_words_per_s_unit,average_s_units_per_p,macrotype_of_assignment
3150d,data/text_data/bawe_body/3150d.txt,F,1985,German,OSa,BA English Studies,3150,3,2006-10,HELS,U70024,Methodology recount,other,AH,D,1,1418,63,17,0,0,0,0,0,0,no abstract,22.5,3.7,complex but non-compound assignment (see notesStmt for details)
3152a,data/text_data/bawe_body/3152a.txt,F,1987,Japanese,OSa,Hospitality Management,3152,1,2006-11,Understanding Hospitality Businesses,U54001,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,1626,84,9,0,0,0,0,0,0,no abstract,19.4,9.3,simple assignment
3153c,data/text_data/bawe_body/3153c.txt,F,1981,Slovenian,OSa,MSc International Travel and Tourism Management,3153,3,2006-12,Electronic distribution in the travel trade,P58903,Critique,"Hospitality, Leisure & Tourism Management",SS,D,1,6038,298,43,3,0,0,0,0,0,no abstract,20.3,6.9,simple assignment
3155a,data/text_data/bawe_body/3155a.txt,M,1986,French,OSa,BA English and German,3155,3,2006-11,Language and Society in Britain since the 1960s,396LAE,Essay,English,AH,M,1,1851,90,15,0,0,0,0,0,0,no abstract,20.6,6,simple assignment
3156a,data/text_data/bawe_body/3156a.txt,F,1977,English,UKa,MSc Clinical Health Care Practice,3156,4,2006-05,Diagnostic Reasoning in Practice,P44012,Critique,Health,LS,M,1,3116,93,23,1,1,0,0,0,0,no abstract,33.5,4,simple assignment
3157c,data/text_data/bawe_body/3157c.txt,M,1988,English,UKa,BSc City and Regional Planning,3157,1,2006-11,"The city, people and diversity",U37702,Essay,Planning,PS,M,1,1212,56,5,0,0,0,0,0,0,no abstract,21.6,11.2,simple assignment
3158a,data/text_data/bawe_body/3158a.txt,M,1986,English,UKa,BA English,3158,1,2005-12,Modern Literature 1900-1955,U67024.,Essay,English,AH,NA,1,3309,98,34,0,0,16,0,0,0,no abstract,33.8,2.9,simple assignment
3159a,data/text_data/bawe_body/3159a.txt,F,1981,Portuguese,OSa,BA English Language and Linguistics,3159,1,2006-12,Meaning in Language,U70003,Essay,Linguistics,AH,M,1,2147,100,13,0,0,1,0,1,0,no abstract,21.5,7.7,simple assignment
3160b,data/text_data/bawe_body/3160b.txt,F,1983,English,OSa,MA English Studies,3160,4,2006-11,Narration in Classical Hollywood Cinema,P69002,Essay,English,AH,D,1,3206,166,37,0,11,0,0,0,0,no abstract,19.3,4.5,simple assignment
3162a,data/text_data/bawe_body/3162a.txt,M,1985,English,UKa,BSc International Tourism Management,3162,1,2004-11,Understanding Hospitality Businesses,U54001,Essay,"Hospitality, Leisure & Tourism Management",SS,M,1,2494,89,12,0,0,0,0,0,0,no abstract,28,7.4,simple assignment
6001b,data/text_data/bawe_body/6001b.txt,F,1977,Polish,OSa,Food Economics and Marketing,6001,4,2006-02,Marketing Research Methods,APME54,Proposal,Agriculture,LS,M,1,2080,73,41,0,0,0,0,2,8,no abstract,28.5,1.8,simple assignment
6004e,data/text_data/bawe_body/6004e.txt,F,1986,English,UKa,Food Science,6004,2,2006-01,Food Processing,FB2 EFP,Methodology recount,Food Sciences,LS,D,1,1998,107,41,1,2,0,2,0,0,no abstract,18.7,2.6,simple assignment
6005j,data/text_data/bawe_body/6005j.txt,M,1984,English,UKa,BSc Food Technology,6005,3,2005-12,Food Engineering 2,FB3EF2,Methodology recount + Methodology recount,Food Sciences,LS,M,1,1454,88,22,3,1,0,1,0,0,no abstract,16.5,4,simple assignment
6006a,data/text_data/bawe_body/6006a.txt,F,1975,Greek,UK3,MA Archaeology,6006,4,2005-12,Early Agricultural Societies,ARM0130,Essay,Archaeology,AH,D,1,5326,169,45,0,0,0,0,0,0,no abstract,31.5,3.8,simple assignment
6007c,data/text_data/bawe_body/6007c.txt,F,1982,English,UKa,MSc Plant Diversity,6007,4,2005-12,"British flora origins, biomes & soils",PSMB5A2,Explanation,Biological Sciences,LS,M,1,4511,250,76,1,0,0,0,0,0,no abstract,18,3.3,simple assignment
6008i,data/text_data/bawe_body/6008i.txt,F,1984,Chinese Cantonese,OSa,Food Science with Business,6008,1,2003-12,Economics I,AP1EE1,Essay,Agriculture,LS,D,1,1053,55,21,2,6,0,2,0,5,no abstract,19.1,2.6,simple assignment
6009a,data/text_data/bawe_body/6009a.txt,F,1980,English,UKa,MA ELT Portfolio,6009,4,2005-12,Second Language Teaching and Learning,LSMSLT,Critique,Linguistics,AH,D,1,4042,163,35,0,0,0,0,0,6,no abstract,24.8,4.7,simple assignment
6010f,data/text_data/bawe_body/6010f.txt,F,1957,English,OSa,BAApplied English Language Studies,6010,2,2006-01,Corpus based approaches to discourse,LS2CB,Essay,Linguistics,AH,D,1,2358,99,52,7,0,0,0,0,5,no abstract,23.8,1.9,simple assignment
6011b,data/text_data/bawe_body/6011b.txt,F,1984,English,UKa,Zoology,6011,2,2005-04,Concepts and Skills 2,AM2S31,Explanation,Biological Sciences,LS,M,1,1079,37,9,0,0,0,0,0,0,no abstract,29.2,4.1,simple assignment
6012h,data/text_data/bawe_body/6012h.txt,F,1983,English,UKa,PhD,6012,2,2003-06,Advanced Food Chemistry,FS 654,Exercise,Food Sciences,LS,D,1,1248,44,12,1,1,0,0,0,0,no abstract,28.4,3.7,complex but non-compound assignment (see notesStmt for details)
6013c,data/text_data/bawe_body/6013c.txt,F,1985,English,UKa,BSc Zoology,6013,1,2003-12,enviromental biology,AM1Z11,Methodology recount,Biological Sciences,LS,M,1,1296,58,20,3,1,0,2,0,0,abstract present,22.3,2.9,simple assignment
6014c,data/text_data/bawe_body/6014c.txt,F,1982,English,UKa,MSc Wildlife Management and Conservation,6014,4,2005-12,Conservation Genetics,AMMA11,Proposal,Biological Sciences,LS,D,1,2488,82,17,2,0,0,0,0,0,no abstract,30.3,4.8,simple assignment
6015f,data/text_data/bawe_body/6015f.txt,M,1987,English,UKa,Agriculture Business Management,6015,2,2006-12,Practical farm analysis & Cereal agronomy,AP2A44,Case study,Agriculture,LS,M,1,1717,51,4,0,0,0,0,0,0,no abstract,33.7,12.8,simple assignment
6016m,data/text_data/bawe_body/6016m.txt,F,1979,Greek,OSa,MSc in Horticulture,6016,4,2006-04,Dissertation preparation,APME50,Literature survey,Agriculture,LS,M,1,2011,86,15,0,0,0,0,0,0,no abstract,23.4,5.7,simple assignment
6017i,data/text_data/bawe_body/6017i.txt,M,1981,Greek,OSa,MSc IN HORTICULTURE,6017,4,2003-12,Quality management and business communications,PSMHE4,Critique,Biological Sciences,LS,D,1,1510,65,16,0,0,0,0,0,0,no abstract,23.2,4.1,simple assignment
6018a,data/text_data/bawe_body/6018a.txt,M,1986,English,UKa,BA Applied English Language,6018,1,2005-05,Introduction to Applied English Language,LS1IA,Exercise,Linguistics,AH,M,1,1363,54,15,0,0,0,0,0,4,no abstract,25.2,3.6,compound assignment consisting of 2 parts (see notesStmt for details)
6019d,data/text_data/bawe_body/6019d.txt,M,1977,German,OSa,MSc Plant Diversity,6019,4,2005-11,Vegetation and Community Ecology,PSMB5A,Methodology recount + Methodology recount + Methodology recount,Biological Sciences,LS,D,1,2070,109,34,4,13,0,3,1,0,no abstract,19,3.2,compound assignment consisting of 4 parts (see notesStmt for details)
6020c,data/text_data/bawe_body/6020c.txt,F,1984,English,UKa,Linguistics,6020,2,2004-12,Approaches to spoken discourse,LS2ASD,Critique,Linguistics,AH,D,1,2928,86,15,0,0,0,0,0,0,no abstract,34,5.7,simple assignment
6021f,data/text_data/bawe_body/6021f.txt,F,1985,English,UKa,Food Marketing&Business Econom,6021,2,2005-12,Research Methods and data analysis,AP2EQ1,Methodology recount,Agriculture,LS,D,1,3297,128,66,14,11,0,0,0,9,no abstract,25.8,1.9,simple assignment
6022a,data/text_data/bawe_body/6022a.txt,M,1982,Greek,OSa,MSc in Food Technology-Quality Assurance,6022,4,2005-11,Special Topics in Food Analysis,FBMFA1,Methodology recount,Food Sciences,LS,D,1,1170,75,60,7,4,0,15,0,9,no abstract,15.6,1.3,simple assignment
6023g,data/text_data/bawe_body/6023g.txt,F,1981,English,OSa,Food Science with Business,6023,2,2004-02,Food processing,FB2 EFP,Methodology recount + Exercise,Food Sciences,LS,D,1,1205,53,45,6,0,1,4,4,0,no abstract,22.7,1.2,simple assignment
6024b,data/text_data/bawe_body/6024b.txt,F,1982,Greek,OSa,T.E.F.L.,6024,4,2005-11,Discourse Analysis for Language Teachers,LSMDT,Essay,Linguistics,AH,D,1,2585,106,15,0,0,0,0,0,0,no abstract,24.4,7.1,simple assignment
6025a,data/text_data/bawe_body/6025a.txt,F,1983,Chinese unspecified,UK2,BSc Biological Sciences,6025,2,2005-03,Applied Ecology,AM2Z41,Research report,Biological Sciences,LS,D,1,3134,168,32,0,6,0,0,0,5,abstract present,18.7,5.3,simple assignment
6027d,data/text_data/bawe_body/6027d.txt,F,1986,English,UKa,Agriculture Business Managemen,6027,1,2005-11,British Agriculture in Practice,AP1 A08,Explanation,Agriculture,LS,M,1,1096,59,9,0,0,0,0,0,0,no abstract,18.6,6.6,simple assignment
6028a,data/text_data/bawe_body/6028a.txt,F,1983,Greek,OSa,BA in English language and Lit,6028,4,2005-12,Second Language Teaching and Learning,LSMSLT,Critique,Linguistics,AH,D,1,3589,178,29,0,0,0,0,0,0,no abstract,20.2,6.1,simple assignment
6029a,data/text_data/bawe_body/6029a.txt,F,1985,English,UKa,Archaeology and Classical Studies,6029,2,2005-03,Greek Drama,CL2GD,Essay,Classics,AH,M,1,1987,95,8,0,0,0,0,0,0,no abstract,20.9,11.9,simple assignment
6031d,data/text_data/bawe_body/6031d.txt,F,1971,Portuguese,OSa,MSc in Extension,6031,4,2005-12,"Organization, People and Change",IDM019,Critique,Agriculture,LS,D,1,3031,100,30,2,3,1,0,2,0,no abstract,30.3,3.3,simple assignment
6032c,data/text_data/bawe_body/6032c.txt,F,1986,English,UKa,BA Archaeology and History joint,6032,2,2005-11,Techniques in Artefact Interpretation,AR2F5,Critique,Archaeology,AH,M,1,1287,42,15,0,4,0,0,0,0,no abstract,30.6,2.8,simple assignment
6033b,data/text_data/bawe_body/6033b.txt,F,1983,English,UKa,Part 3,6033,2,2004-11,Middle Palaeolithic of Europe and South-West Asia,AR2P5,Essay,Archaeology,AH,M,1,3174,132,10,0,0,0,0,0,0,no abstract,24,13.2,simple assignment
6034a,data/text_data/bawe_body/6034a.txt,F,1977,Polish,OSa,MSc Agricultural Economics,6034,4,2005-12,Policy Analysis,APME21,Essay,Agriculture,LS,M,1,1997,68,34,2,3,0,0,0,3,no abstract,29.4,2,simple assignment
6035b,data/text_data/bawe_body/6035b.txt,F,1984,English,UKa,Zoology,6035,1,2003-05,Concepts and skills,BI1S11,Explanation,Biological Sciences,LS,M,1,1506,66,13,0,2,0,0,0,0,no abstract,22.8,5.1,simple assignment
6036d,data/text_data/bawe_body/6036d.txt,M,1985,English,UKa,Agriculture,6036,2,2005-12,Grassland Management,AP2A25,Explanation,Agriculture,LS,D,1,1487,50,10,1,1,0,0,0,0,no abstract,29.7,5,simple assignment
6037e,data/text_data/bawe_body/6037e.txt,F,1985,English,UKa,Food Science,6037,1,2005-01,Topics in Food and Biotechnology,FB1 GFB,Essay,Food Sciences,LS,D,1,1461,80,17,0,0,0,0,0,0,no abstract,18.3,4.7,simple assignment
6038b,data/text_data/bawe_body/6038b.txt,F,1954,English,UKa,MA Linguistics,6038,4,2005-01,English Grammar and Lexis,LSMEGL,Essay,Linguistics,AH,D,1,1608,81,56,0,0,0,51,4,0,no abstract,19.9,1.4,simple assignment
6039b,data/text_data/bawe_body/6039b.txt,F,1986,English,UKa,History,6039,1,2006-03,Introduction to Historic Archaeology,AR1RM1,Essay,Archaeology,AH,M,1,1814,64,12,0,0,0,0,0,0,no abstract,28.3,5.3,simple assignment
6040a,data/text_data/bawe_body/6040a.txt,F,1987,English,UKa,BA,6040,1,2005-12,The Civilisation of Fifth-century Athens,CL1CA,Essay,Classics,AH,D,1,1620,35,9,0,0,0,0,0,0,no abstract,46.3,3.9,simple assignment
6042a,data/text_data/bawe_body/6042a.txt,F,1984,English,UKa,BSc Speech and Language Therapy,6042,1,2005-03,Language and the individual and in society,LS1IS,Essay,Linguistics,AH,M,1,1531,74,12,0,0,0,0,0,0,no abstract,20.7,6.2,simple assignment
6043b,data/text_data/bawe_body/6043b.txt,F,1978,Spanish,OSa,MSc Environment and Development,6043,4,2006-01,Perspectives on Development,IDM001,Essay,Agriculture,LS,D,1,2120,54,17,0,0,0,0,0,0,no abstract,39.3,3.2,simple assignment
6044b,data/text_data/bawe_body/6044b.txt,M,1968,English,UKa,MA ELT,6044,4,2005-12,Second Language Learning Principles,LSMSL,Critique,Linguistics,AH,D,1,4089,132,43,0,0,3,0,0,0,no abstract,31,3.1,simple assignment
6045a,data/text_data/bawe_body/6045a.txt,F,1981,English,UK5,BSc Speech and Language Therapy,6045,1,2005-11,Language in the individual and in society,LS1IS,Essay + Essay + Essay,Linguistics,AH,D,1,1646,77,17,0,0,0,0,0,0,no abstract,21.4,4.5,compound assignment consisting of 3 parts (see notesStmt for details)
6048a,data/text_data/bawe_body/6048a.txt,F,1986,English,UKa,Applied English Language Studies,6048,2,2005-12,Child Language Development,LS2CL,Essay,Linguistics,AH,M,1,2232,92,27,0,0,0,2,0,0,no abstract,24.3,3.4,simple assignment
6050a,data/text_data/bawe_body/6050a.txt,F,1987,English,OSa,Psychology BSc,6050,1,2005-12,Language in the individual and in Society,LS1LS,Essay + Essay + Essay,Linguistics,AH,D,1,1650,76,21,0,0,0,0,0,0,no abstract,21.7,3.6,compound assignment consisting of 3 parts (see notesStmt for details)
6052a,data/text_data/bawe_body/6052a.txt,F,1979,German,OSa,MSc Agricultural Economics,6052,4,2005-12,Trade Policies for Developing Countries,ECM57,Essay,Agriculture,LS,M,1,2614,88,25,0,1,0,0,0,0,no abstract,29.7,3.5,simple assignment
6053e,data/text_data/bawe_body/6053e.txt,M,1985,English,UKa,Ancient History,6053,2,2004-12,Roman Life Cycle,CL2LC,Essay,Classics,AH,D,1,2294,73,15,0,0,2,0,0,0,no abstract,31.4,4.9,simple assignment
6054a,data/text_data/bawe_body/6054a.txt,F,1987,English,UKa,English Literature,6054,1,2005-12,The Civilisation of Fifth-Century Athens,CL1CA,Essay,Classics,AH,M,1,1518,65,7,0,0,0,0,0,0,no abstract,23.4,9.3,simple assignment
6055a,data/text_data/bawe_body/6055a.txt,F,1979,English,OSa,Bsc Speech and Language Therapy,6055,1,2004-12,Language in the Individual & in Society,LS1IS,Essay + Essay + Essay,Linguistics,AH,M,1,1532,96,23,0,0,0,0,0,0,no abstract,16,4.2,compound assignment consisting of 3 parts (see notesStmt for details)
6056b,data/text_data/bawe_body/6056b.txt,M,1986,English,UKa,Electronic Engineering and Cybernetics,6056,1,2005-03,Introduction to Algorithms,CS1G2,Design specification,Computer Science,PS,M,1,1232,63,13,2,3,0,1,0,0,no abstract,19.6,4.8,simple assignment
6057a,data/text_data/bawe_body/6057a.txt,F,1986,English,UKa,History and English,6057,1,2005-12,Archaeological Practice,AR1TS1,Essay,Archaeology,AH,D,1,2005,84,10,0,0,0,0,0,0,no abstract,23.9,8.4,simple assignment
6058c,data/text_data/bawe_body/6058c.txt,F,1981,Chinese Mandarin,OSa,MA in Linguistics,6058,4,2005-01,Foundation Phonetics and Phonology,LSMPH1,Critique,Linguistics,AH,D,1,1940,80,43,0,14,0,16,1,3,no abstract,24.3,1.9,simple assignment
6059a,data/text_data/bawe_body/6059a.txt,F,1985,English,UKa,Applied English Language Studies,6059,2,2005-12,Sociolinguistics,LS2IS,Essay,Linguistics,AH,D,1,2712,136,12,0,0,0,0,0,0,no abstract,19.9,11.3,simple assignment
6060d,data/text_data/bawe_body/6060d.txt,F,1985,English,UKa,ancient history & archaeology,6060,1,2004-03,Rome in the augustan age,CL1CB,Essay,Classics,AH,M,1,1531,76,7,0,0,0,0,0,0,no abstract,20.1,10.9,simple assignment
6061c,data/text_data/bawe_body/6061c.txt,F,1982,English,UKa,BA Linguistics,6061,2,2005-12,A Corpus-based Approach to Language Description,LS2CB,Essay,Linguistics,AH,D,1,2101,93,14,0,0,0,0,0,0,no abstract,22.6,6.6,simple assignment
6062e,data/text_data/bawe_body/6062e.txt,M,1984,English,UKa,BA Applied English Language Studies,6062,2,2005-12,Child Language Development,LS2CL,Critique,Linguistics,AH,M,1,2893,108,39,0,0,0,0,0,0,no abstract,26.8,2.8,simple assignment
6064d,data/text_data/bawe_body/6064d.txt,F,1981,German,OSa,MA in Linguistics,6064,4,2004-12,Foundation Phonetics and Phonology,LSMPH1,Critique,Linguistics,AH,M,1,1935,95,45,0,0,0,18,0,0,no abstract,20.4,2.1,simple assignment
6066g,data/text_data/bawe_body/6066g.txt,M,1986,English,UKa,Ancient History,6066,2,2005-12,Ancient Epic 1,CL2AE1,Essay,Classics,AH,D,1,3238,76,14,0,0,6,0,0,0,no abstract,42.6,5.4,compound assignment consisting of 2 parts (see notesStmt for details)
6067b,data/text_data/bawe_body/6067b.txt,F,1984,English,UKa,speech and language therapy,6067,1,2004-12,language in the individual and in society,LS1IS,Explanation + Essay + Essay,Linguistics,AH,M,1,1817,79,10,0,0,0,0,0,0,no abstract,23,7.9,compound assignment consisting of 3 parts (see notesStmt for details)
6068a,data/text_data/bawe_body/6068a.txt,F,1985,French,OSa,Erasmus,6068,3,2006-01,Child Language Development,LS2CL,Explanation,Linguistics,AH,M,1,1808,49,19,0,0,0,0,0,0,no abstract,36.9,2.6,simple assignment
6073d,data/text_data/bawe_body/6073d.txt,M,1985,English,UKa,BA Ancient History and History,6073,2,2004-12,Greek History: Archaic Age to Alexander,CL2GH,Essay,Classics,AH,M,1,2008,79,7,0,0,1,0,0,0,no abstract,25.4,11.3,simple assignment
6076b,data/text_data/bawe_body/6076b.txt,F,1982,Japanese,UK1,BA Classical Studies,6076,2,2005-03,Greek Drama,CL2GD,Essay,Classics,AH,D,1,3268,87,22,0,0,0,0,0,0,no abstract,37.6,4,simple assignment
6077e,data/text_data/bawe_body/6077e.txt,F,1983,English,UKa,msc,6077,4,2005-11,Evolution of Plant Diversity,PSMBB4,Literature survey,Biological Sciences,LS,M,1,2367,109,24,0,0,0,0,0,0,abstract present,21.7,4.5,simple assignment
6079a,data/text_data/bawe_body/6079a.txt,F,1987,English,UKa,Food Science,6079,1,2006-04,Topics in Food and Biotechnology,FB1 GFB,Essay,Food Sciences,LS,M,1,1395,60,12,0,0,0,0,0,0,no abstract,23.3,5,simple assignment
6080a,data/text_data/bawe_body/6080a.txt,F,1985,Italian,OSa,International development,6080,2,2005-12,Policy Analysis,AP2EP1,Essay,Agriculture,LS,M,1,2042,76,26,0,1,0,0,0,0,no abstract,26.9,2.9,simple assignment
6081k,data/text_data/bawe_body/6081k.txt,F,1984,Chinese unspecified,OSa,Food Science with Business,6081,1,2005-01,Topics in Food and Biotechnology,FB1GFB,Essay,Food Sciences,LS,M,1,1603,71,34,0,0,0,0,0,4,no abstract,22.6,2.1,simple assignment
6082f,data/text_data/bawe_body/6082f.txt,F,1986,Chinese Cantonese,UK4,BSc Nutrition and Food Science (with Professional Training),6082,1,2006-03,Fundamentals of Human Nutrition,FBMN01,Methodology recount,Food Sciences,LS,D,1,1028,55,29,2,0,0,4,1,14,no abstract,18.7,1.9,simple assignment
6084e,data/text_data/bawe_body/6084e.txt,F,1984,English,UKa,Undergraduate,6084,2,2005-02,Chemistry of Food components A,FB2C2A,Methodology recount,Food Sciences,LS,M,1,1162,48,25,1,1,0,2,0,10,no abstract,24.2,1.9,simple assignment
6085j,data/text_data/bawe_body/6085j.txt,M,1982,English,UKa,Food Science,6085,3,2005-11,Research Project Literature Review,FB3PFB,Literature survey + Proposal,Food Sciences,LS,D,1,2195,84,28,2,0,0,0,2,3,no abstract,26.1,3,simple assignment
6086i,data/text_data/bawe_body/6086i.txt,F,1984,Chinese unspecified,UK1,BSC Food Science,6086,2,2005-02,Microbiological hazards in Foods,FB2 MF2,Methodology recount + Exercise,Food Sciences,LS,M,1,2049,67,39,2,1,0,0,4,25,no abstract,30.6,1.7,compound assignment consisting of 2 parts (see notesStmt for details)
6087k,data/text_data/bawe_body/6087k.txt,F,1982,English,UKa,Food science with business,6087,3,2005-11,Management of Microbial Food Quality,FB3MMQ,Methodology recount,Food Sciences,LS,D,1,1068,50,21,1,0,0,0,0,14,no abstract,21.4,2.4,compound assignment consisting of 2 parts (see notesStmt for details)
6090i,data/text_data/bawe_body/6090i.txt,F,1986,English,UKa,BSc Chemistry with forensic analysis,6090,3,2007-02,Forensic Analysis 2,CH3FA1,Explanation,Chemistry,PS,D,1,1509,51,14,0,1,0,0,0,0,no abstract,29.6,3.6,simple assignment
6091d,data/text_data/bawe_body/6091d.txt,M,1984,English,UKa,Physics and the Universe BSc,6091,2,2004-06,History and Philosophy of Science 1,PH2503,Essay,Physics,PS,D,1,1923,61,18,0,0,8,0,0,0,abstract present,31.5,3.4,simple assignment
6094d,data/text_data/bawe_body/6094d.txt,M,1986,English,UKa,Physics,6094,1,2006-02,Great Ideas In Physics,PH1006,Critique,Physics,PS,M,1,1763,68,19,0,4,0,0,0,0,no abstract,25.9,3.6,simple assignment
6097e,data/text_data/bawe_body/6097e.txt,M,1983,English,UKa,MPhys,6097,1,2002-09,Exploring the universe,PH1005,Essay,Physics,PS,D,1,1414,62,13,0,2,0,0,0,0,abstract present,22.8,4.8,simple assignment
6100a,data/text_data/bawe_body/6100a.txt,M,1986,English,UK6,AI & Cybernetics,6100,1,2006-04,Programming,SE1SA5,Design specification,Cybernetics & Electronic Engineering,PS,D,1,8047,306,133,0,1,0,27,5,33,abstract present,26.3,2.3,simple assignment
6101c,data/text_data/bawe_body/6101c.txt,M,1984,English,UKa,Computer Science,6101,3,2006-03,"Social, Legal and Ethical Aspects of Science and Engineering",SE3Z5,Essay,Cybernetics & Electronic Engineering,PS,D,1,2862,135,53,0,0,0,0,0,0,no abstract,21.2,2.5,complex but non-compound assignment (see notesStmt for details)
6102f,data/text_data/bawe_body/6102f.txt,M,1983,Chinese unspecified,OSa,MEng,6102,3,2006-01,System Identification,CY3A2,Critique,Cybernetics & Electronic Engineering,PS,M,1,1411,71,44,0,30,0,12,0,0,no abstract,19.9,1.6,simple assignment
6103j,data/text_data/bawe_body/6103j.txt,M,1983,Arabic,UKa,Mechanical Engineering,6103,3,2006-03,Quality & Manufacture,CE3EC2,Methodology recount,Engineering,PS,D,1,1279,67,22,6,12,0,4,0,0,no abstract,19.1,3,simple assignment
6104c,data/text_data/bawe_body/6104c.txt,M,1984,English,UKa,MEng Cybernetics,6104,2,2006-02,Engineering Applications,SE2P4,Design specification,Cybernetics & Electronic Engineering,PS,D,1,1586,77,35,1,0,0,3,0,0,no abstract,20.6,2.2,simple assignment
6105a,data/text_data/bawe_body/6105a.txt,M,1986,English,UKa,Construction Management,6105,1,2006-02,Empirical Studies,CE1CES,Case study,Engineering,PS,D,1,1625,153,94,3,3,0,48,0,0,abstract present,10.6,1.6,simple assignment
6106b,data/text_data/bawe_body/6106b.txt,M,1986,English,UKa,Information Technology,6106,1,2005-03,Software Engineering 1,CS1TS2,Critique,Computer Science,PS,D,1,1853,59,15,0,0,0,0,0,0,no abstract,31.4,3.9,simple assignment
6107d,data/text_data/bawe_body/6107d.txt,F,1986,Chinese unspecified,OSa,Master of Engineering,6107,3,2006-04,Electronic Engineering Project,EE3P2,Design specification,Cybernetics & Electronic Engineering,PS,M,1,7851,458,169,9,20,0,21,3,8,abstract present,17.1,2.7,simple assignment
6108a,data/text_data/bawe_body/6108a.txt,M,1983,English,UKa,BSc Information Technology,6108,1,2004-03,Introductory Programming 1,CS1D2,Design specification,Computer Science,PS,D,1,1318,45,39,2,2,0,6,1,10,no abstract,29.3,1.2,simple assignment
6109c,data/text_data/bawe_body/6109c.txt,F,1983,English,UKa,Ancient History,6109,3,2006-03,Gender in Classical Antiquity,CL3GD,Essay,Classics,AH,M,1,2732,107,18,0,0,1,0,0,0,no abstract,25.5,5.9,simple assignment
6110a,data/text_data/bawe_body/6110a.txt,M,1978,Greek,OSa,MSc Horticulture,6110,4,2006-03,Quality Management Systems,PSMHA5,Essay,Biological Sciences,LS,M,1,1877,106,12,1,0,0,0,0,0,no abstract,17.7,8.8,simple assignment
6111c,data/text_data/bawe_body/6111c.txt,F,1978,Polish,OSa,MSc Agricultural Economics,6111,4,2006-04,Dissertation preparation,APME50,Essay,Agriculture,LS,D,1,1666,47,7,0,0,0,0,0,0,no abstract,35.4,6.7,simple assignment
6112c,data/text_data/bawe_body/6112c.txt,M,1984,English,UKa,Biochemistry,6112,2,2005-03,Concepts and Skills,AM2S31,Explanation,Biological Sciences,LS,M,1,1576,69,17,0,0,0,0,0,0,no abstract,22.8,4.1,simple assignment
6113b,data/text_data/bawe_body/6113b.txt,M,1977,Greek,OSa,Horticulture,6113,4,2006-03,Quality Management Systems,PSMHA5,Critique,Biological Sciences,LS,D,1,2216,108,18,0,0,0,0,0,0,no abstract,20.5,6,simple assignment
6114b,data/text_data/bawe_body/6114b.txt,M,1987,English,UKa,Physics and Meteorology MPhys,6114,1,2006-02,Great Ideas in Physics,PH1006,Critique,Physics,PS,M,1,2643,102,11,0,6,0,0,0,0,no abstract,25.9,9.3,simple assignment
6116e,data/text_data/bawe_body/6116e.txt,F,1986,English,UKa,Agriculture,6116,2,2006-03,Animal Health and Disease,AP2A35,Explanation,Agriculture,LS,M,1,2169,97,27,1,2,0,0,1,3,no abstract,22.4,3.6,simple assignment
6117a,data/text_data/bawe_body/6117a.txt,F,1985,German,OSa,Physics with Computer Science,6117,1,2005-02,Great Ideas in Physics,PH1006,Critique,Physics,PS,D,1,2417,139,13,0,4,0,0,0,4,no abstract,17.4,10.7,simple assignment
6118d,data/text_data/bawe_body/6118d.txt,F,1987,English,UKa,Ancient History,6118,1,2006-03,Greek myths,CL1GM,Essay,Classics,AH,M,1,1415,82,6,0,0,0,0,0,0,no abstract,17.3,13.7,simple assignment
6119e,data/text_data/bawe_body/6119e.txt,F,1985,English,UKa,BSC pathobiology,6119,1,2006-04,Concepts and skills,BI1S11,Explanation,Biological Sciences,LS,D,1,1401,56,16,0,2,0,0,0,0,no abstract,25,3.5,simple assignment
6120d,data/text_data/bawe_body/6120d.txt,F,1986,English,UKa,Applied English Language Studies,6120,2,2006-01,Research Methods,LS2RM,Methodology recount,Linguistics,AH,M,1,1641,59,22,0,1,0,0,0,0,no abstract,27.8,2.7,simple assignment
6121a,data/text_data/bawe_body/6121a.txt,M,1986,English,UKa,Ancient History and Archaeology BA,6121,2,2005-11,Archaeological Thought,ARMR2D,Essay,Archaeology,AH,M,1,1323,35,11,0,0,0,0,0,0,no abstract,37.8,3.2,simple assignment
6122h,data/text_data/bawe_body/6122h.txt,F,1979,Swahili,OSa,Msc Food Technology Quality Assurance,6122,4,2006-02,Food Processing,FBMFP1,Methodology recount,Food Sciences,LS,D,1,2613,140,66,4,0,0,16,4,9,no abstract,18.7,2.1,simple assignment
6123c,data/text_data/bawe_body/6123c.txt,M,1984,English,UKa,MChem F103,6123,2,2006-01,Further Inorganic Chemistry,CH2I1,Methodology recount,Chemistry,PS,D,1,2191,133,62,2,4,0,32,0,0,no abstract,16.5,2.1,simple assignment
6124a,data/text_data/bawe_body/6124a.txt,F,1984,Japanese,OSa,BA Archaeology,6124,2,2006-04,Archaeological Science,AR2S1,Methodology recount,Archaeology,AH,M,1,1936,81,39,1,1,0,0,9,10,no abstract,23.9,2.1,simple assignment
